armenian,translations
ՓԱՐՉ,"кринка, крынка, кувшин"
ՓԱՐՉԱ,парча
ՓԱՐՍԱԽ,мера длины
ՓԱՐՍԱՂ,мера длины
ՓԱՐՎԱՆ,"ночница, совка"
ՓԱՐՎԵԼ,"обнимать, обнять;льнуть, прильнуть;ухватываться, ухватиться"
ՓԱՐՏԵԼ,"обмахивать, обмахнуть"
ՓԱՐՓԱՌ,"блистая, сверкая"
ՓԱՐՓԱՐ,лысуха
ՓԱՓԱԳ,"вожделение, жажда;желанный"
ՓԱՓԱԳԵԼ,вожделеть
ՓԱՓԱԳԵԼԻ,вожделенный
ՓԱՓԱԽ,"папаха, папах;мужская честь, достоинство"
ՓԱՓԱԽԱՎՈՐ,в папахе;мужчина;мужик
ՓԱՓԼԻԿ,пухленький
ՓԱՓԿԱԶԳԱՑ,"чувствительный, тонкий"
ՓԱՓԿԱԶԳԱՑՈՒԹՅՈՒՆ,чувствительность
ՓԱՓԿԱԽՈՍ,сладкозвучный
ՓԱՓԿԱԿԵՆՑԱՂ,изнеженный
ՓԱՓԿԱԿԵՑՈՒԹՅՈՒՆ,изнеженность
ՓԱՓԿԱՀՆՉՅՈՒՆ,сладкозвучный;сладкозвучно
ՓԱՓԿԱՀՆՉՈՒԹՅՈՒՆ,сладкозвучие;книжн;сладкозвучность
ՓԱՓԿԱՀՈՒՆՉ,сладкозвучный
ՓԱՓԿԱՁԱՅՆ,сладкозвучный
ՓԱՓԿԱՃԱՇԱԿ,"изысканный, утончённый"
ՓԱՓԿԱՄԱԶ,"мягкошёрстный, мягкошёрстый"
ՓԱՓԿԱՄԱԶԻԿ,"мягкошёрстный, мягкошёрстый"
ՓԱՓԿԱՄԱՐՄԻՆ,мягкотелый;изнеженный
ՓԱՓԿԱՄԵՏԱՔՍ,"шёлковый, шелковистый"
ՓԱՓԿԱՄԻՍ,мякоть
ՓԱՓԿԱՄՈԼ,изнеженный
ՓԱՓԿԱՄՈԼՈՒԹՅՈՒՆ,изнеженность
ՓԱՓԿԱՄՈՐԹ,мягкокожий;мягкотелый
ՓԱՓԿԱՆԿԱՏ,"деликатный, тактичный"
ՓԱՓԿԱՆԿԱՏՈՒԹՅՈՒՆ,"деликатность, тактичность"
ՓԱՓԿԱՍԵՐ,изнеженный
ՓԱՓԿԱՍԻՐՈՒԹՅՈՒՆ,изнеженность
ՓԱՓԿԱՍԻՐՏ,мягкосердечный
ՓԱՓԿԱՍՈՒՆ,изнеженный;нежный
ՓԱՓԿԱՍՐՏՈՒԹՅՈՒՆ,"мягкосердечие, мягкосердечность"
ՓԱՓԿԱՑՆԵԼ,"мягчить, размягчать, размягчить, смягчить, смягчить;рыхлить, взрыхлять, взрыхлить, разрыхлять, разрыхлить"
ՓԱՓԿԱՑՈՒՄ,"смягчение, размягчение;рыхление, разрыхление"
ՓԱՓԿԱՑՈՒՑԻՉ,"смягчительный, смягчающий"
ՓԱՓԿԵԼ,"мякнуть, размякать, размякнуть, смягчаться, смягчиться;размягчаться, размягчиться, смягчаться, смягчиться, расслабиться"
ՓԱՓԿԵՐԵՍ,"уступчивый, мягкий"
ՓԱՓԿԻԿ,пухленький;нежный;нежно
ՓԱՓԿԻՆ,"мягкий, нежный"
ՓԱՓԿՈՐԵՆ,"деликатно, тактично;нежно"
ՓԱՓԿՈՒԹՅՈՒՆ,"мягкость;нежность;нега;деликатность, тактичность"
ՓԱՓՈՒԿ,мягкий;нежный;изнеженный;щекотливый
ՓԱՓՈՒՃ,домашние туфли
ՓԵԹԱԿ,улей;дупло с пчелами
ՓԵԹԱԿԱԹՈՂ,роение
ՓԵԹԱԿԱՆՈՑ,пасека
ՓԵՂԿ,"створка, створ;створка-коробочки"
ՓԵՂՈՒՅՐ,"шляпа, головной убор"
ՓԵՂՈՒՐԱԳՈՐԾ,шляпочник
ՓԵՇ,"подол;пола;подошва горы, холма"
ՓԵՇԱԿ,"ремесло, занятие"
ՓԵՇՔԱՇ,бакшиш
ՓԵՇՔԵՇ,бакшиш
ՓԵՌԵԿԵԼ,"разрывать, разорвать;разделать, разделить;раскрывать, раскрыть"
ՓԵՌԵԿՈՒՄ,разрывание;разделение;раскрывание
ՓԵՌԵԿՎԵԼ,"разрываться, разорваться;разделиться, разделиться;раскрываться, раскрыться"
ՓԵՍԱ,жених;зять
ՓԵՍԱՂԲԵՐ,дружка
ՓԵՍԱՅԱԿԱՆ,жениховский;относящийся к зятю
ՓԵՍԱՅԱՆԱԼ,"становиться, стать зятем;кому-либо"
ՓԵՍԱՅԱՑՆԵԼ,"делать, сделать зятем"
ՓԵՍԱՅՈՒԹՅՈՒՆ,жениховство;положение зятя
ՓԵՍԱՊԱՏԻՎ,угощение жениха в даме невесты
ՓԵՍԱՍԵՐ,любящий зятя
ՓԵՍԱՎԵՐ,дружка
ՓԵՍԱՑՈՒ,жених
ՓԵՍԱՔՈՒՅՐ,"сестра жениха, зятя"
ՓԵՍԵՂԲԱՅՐ,"брат жениха, зятя;дружка"
ՓԵՏԱԿՌԻՎ,палочная драка
ՓԵՏԵԼ,"рвать, вырывать, вырвать, выдёргивать, выдернуть;разг"
ՓԵՏՈՒՐ,перо
ՓԵՏՈՒՐԵ,перо;гусиное;для письма
ՓԵՏՈՒՐԻԿ,перышко
ՓԵՏՈՒՐՅԱ,перо;гусиное;для письма
ՓԵՏՎԵԼ,"выдёргиваться;выщипываться, общипываться"
ՓԵՏՐԱԳՆԴԱԿ,волан;бадминтон
ՓԵՏՐԱԳՐԻՉ,перо;гусиное
ՓԵՏՐԱԶԱՐԴ,"оперённый, украшенный перьями"
ՓԵՏՐԱԶԱՐԴԵԼ,"оперять, оперить"
ՓԵՏՐԱԹԱՓ,"облезлый, общипанный;обессиленный, измученный;общипанный, приниженный;лишённый красоты, богатства, положения"
ՓԵՏՐԱԹԱՓԵԼ,"облезать, облезть, линять, слинять"
ՓԵՏՐԱԹԱՓՈՒԹՅՈՒՆ,"облезание, линька, линяние"
ՓԵՏՐԱԹԱՓՈՒՄ,"облезание, линька, линяние"
ՓԵՏՐԱԹԱՓՎԵԼ,"облезать, облезть, линять, слинять"
ՓԵՏՐԱԹԵՎ,перистокрылка
ՓԵՏՐԱԼԻ,пуховый
ՓԵՏՐԱԼԻՑ,пуховый
ՓԵՏՐԱԽՈՏ,ковыль
ՓԵՏՐԱԽՈՏԱՅԻՆ,"ковыльный, ковылистый"
ՓԵՏՐԱԿԱԼԵԼ,"периться, оперяться, опериться"
ՓԵՏՐԱԿԵՐՊ,перистый
ՓԵՏՐԱՀԱՆ,"общипанный, ощипанный;облезлый"
ՓԵՏՐԱՀԱՆԵԼ,"общипывать, общипать, ощипывать, ощипать"
ՓԵՏՐԱՁԵՎ,перистый
ՓԵՏՐԱՅԻՆ,"перовый, перовой;пуховый"
ՓԵՏՐԱՆԵՐՔՆԱԿ,перина
ՓԵՏՐԱՆՄԱՆ,перистый
ՓԵՏՐԱՇԱՏ,"многопёрый, сильно оперённый"
ՓԵՏՐԱՎՈՐ,пернатый;перистый;пернатые
ՓԵՏՐԱՎՈՐՈՒԹՅՈՒՆ,оперение
ՓԵՏՐԱՎՈՐՈՒՄ,оперение
ՓԵՏՐԱՎՈՐՎԵԼ,"периться, оперяться, опериться"
ՓԵՏՐԱՏԵԼ,"общипывать, общипать, ощипывать, ощипать"
ՓԵՏՐԱՏԵՐԵՎ,"перистолистный, перистолистый, перистый"
ՓԵՏՐԱՓՈԽ,"линялый, линяющий, перелинявший;изменивший внешность, преобразившийся"
ՓԵՏՐԱՓՈԽՈՒԹՅՈՒՆ,"линька, линяние;изменение внешности, преображение"
ՓԵՏՐԱՓՈԽՎԵԼ,"линять, слинять, перелинять"
ՓԵՏՐԱՓՈՒՆՋ,"хохол, хохолок;плюмаж;султан"
ՓԵՏՐԵԼ,"общипывать, общипать, ощипывать, ощипать"
ՓԵՏՐՎԱՐ,февраль
ՓԵՏՐՎԱՐՅԱՆ,февральский
ՓԵՐԵԶԱԿ,"коробейник;мошенник, плут"
ՓԵՐԵԶԱԿՈՒԹՅՈՒՆ,коробейничество
ՓԵՐԵՎԵՏԻԿ,"щеголеватый, франтоватый"
ՓԵՐԹ,лоскут;кусок;лохмотья;лепесток;слой
ՓԵՐԹ-ՓԵՐԹ,"кусками, по кускам"
ՓԵՐԹԵԼ,"разрубать, разрубить"
ՓԵՐԻ,"пери;красавица;любимая, возлюбленная"
ՓԸՌՉ,"лохмы , космы;ботва"
ՓԸՍՏ,сделать что-н. напрасно;пропасть даром
ՓԹԱՆՈՑ,"пудовой, пудовый"
ՓԹԱՉԱՓ,с пуд
ՓԹԹԵԼ,"распускаться, распуститься;цвести, зацвести, расцветать, расцвести"
ՓԹԹՈՒՄ,"распускание;цветение;расцвет, расцветание;процветание;обретение здорового, цветущего вида"
ՓԹԹՈՒՆ,цветущий;процветающий
ՓԹԻԹ,росток;почка;цветущий
ՓԹԻՐ,помёт;кизяк
ՓԹՌԱԿ,трухлявый;труха
ՓԹՌՈՒԿ,мучная похлёбка
ՓԻԼԻԿՎԱՆ,таран
ՓԻԼԻՍՈՓԱ,философ
ՓԻԼԻՍՈՓԱՅԱԲԱՐ,философски
ՓԻԼԻՍՈՓԱՅԱԿԱՆ,философский
ՓԻԼԻՍՈՓԱՅԱՄԻՏ,"философский, содержащий философскую мысль"
ՓԻԼԻՍՈՓԱՅԵԼ,философствовать
ՓԻԼԻՍՈՓԱՅՈՒԹՅՈՒՆ,философия
ՓԻԼՈՆ,"фелонь, фелон, риза"
ՓԻԼՈՆԱԶՈՒՐԿ,расстриженный
ՓԻՂ,слон
ՓԻՃԵԿԵՐ,сосновый шелкопряд
ՓԻՆԱՉԻ,"чеботарь, холодный сапожник;сапожник , неумёха"
ՓԻՆԱՉՈՒԹՅՈՒՆ,занятие холодного сапожника
ՓԻՇՏ,брысь
ՓԻՍ,сильно
ՓԻՍԻ,киска
ՓԻՍԻ-ՓԻՍԻ,кис-кис
ՓԻՍԻՓԻՍԻ,кис-кис
ՓԻՍՈ,"киса, киска"
ՓԻՐՈՒԶ,"бирюза;бирюзовый;голубизна, бирюз"
ՓԻՐՈՒԶԱԳՈՒՅՆ,бирюзовый
ՓԻՐՈՒԶԱԶԱՐԴ,"бирюзовый, украшенный бирюзой"
ՓԻՐՈՒԶԱՓԱՅԼ,"бирюзовый, отливающий бирюзой"
ՓԻՐՈՒԶԵ,бирюзовый
ՓԻՐՈՒԶՅԱ,бирюзовый
ՓԻՓԵՐԹ,"мальва, просвирник, просвирняк"
ՓԻՓԵՐԹԱԶԳԻՆԵՐ,"мальвовые, просвирниковые"
ՓԼԱՎ,"плов, пилав"
ՓԼԱՎՔԱՄԻ,дуршлаг
ՓԼԱՎՔԱՄԻԿ,дуршлаг
ՓԼԱՎՔԱՄԻՉ,дуршлаг
ՓԼԱՏԱԿ,"развалина, руина"
ՓԼԱՏԱԿՎԵԼ,"разваливаться, развалиться, рушиться, разрушаться, разрушиться"
ՓԼԵԼ,"разваливать, развалить, рушить, разрушать, разрушить"
ՓԼՈՒԶ,"развалина, руина"
ՓԼՈՒԶԵԼ,"обваливать, обвалить"
ՓԼՈՒԶՈՒՄ,"разрушение, развал;обвал"
ՓԼՈՒԶՎԵԼ,"обваливаться, обвалиться"
ՓԼՈՒՄ,"разрушение, развал"
ՓԼՎԱԾՔ,"развалина;развал, обвал"
ՓԼՎԵԼ,"обваливаться, обвалиться;разрыдаться;рухнуть, свалиться;развалиться, растянуться"
ՓԼՑՆԵԼ,"обваливать, обвалить"
ՓԼՓԼԱԼ,"мерцать, поблёскивать;блестеть, блеснуть, сверкать, сверкнуть"
ՓԼՓԼԱՆ,"мерцающий, поблёскивающий;блестящий, сверкающий"
ՓԼՓԼԵԼ,"разрушать, разваливать"
ՓԼՓԼՈՒՆ,"мерцающий, поблёскивающий;блестящий, сверкающий"
ՓԼՓԼՎԵԼ,"разрушаться, разваливаться"
ՓԽԼԵԼ,"раздавливать, раздавить"
ՓԽԼՎԵԼ,"раздавливаться, раздавиться;переспевать, переспеть, перезревать, перезреть"
ՓԽՐԱՔԱՐ,"рыхляк, мергель"
ՓԽՐԵԼ,"стать рыхлым, рыхлеть, разрыхлеть"
ՓԽՐԵՑՆԵԼ,"рыхлить, разрыхлять, разрыхлить"
ՓԽՐԵՑՈՒՄ,"рыхление, разрыхление"
ՓԽՐՈՒՆ,рыхлый;рассыпчатый;хрупкий
ՓԽՐՈՒՆԱՆԱԼ,"рыхлеть, разрыхлеть;рыхлиться, разрыхляться, разрыхлиться"
ՓԽՐՈՒՆԱՑՆԵԼ,"рыхлить, разрыхлять, разрыхлить"
ՓԽՐՈՒՆՈՒԹՅՈՒՆ,рыхлость;рассыпчатость;хрупкость
ՓԽՐՎԵԼ,"рыхлеть, разрыхлеть;рыхлиться, разрыхляться, разрыхлиться"
ՓՂԱԺԱՆԻՔ,бивень слона
ՓՂԱԽՏ,"слоновость, слоновая болезнь"
ՓՂԱՁԱԳ,слонёнок
ՓՂԱՅԻՆ,"слоновый, слоновий"
ՓՂԱՊԱՆ,погонщик слонов
ՓՂՁԿԱԼ,разрыдаться
ՓՂՁԿՈՑ,рыдание
ՓՂՁԿՈՒՄ,рыдание
ՓՂՈՍԿՐ,слоновая кость
ՓՂՈՍԿՐԱԳՈՒՅՆ,цвета слоновой кости
ՓՂՈՍԿՐԱԶԱՐԴ,украшенный слоновой костью
ՓՂՈՍԿՐԱԿԱԶՄ,с переплётом из слоновой кости
ՓՂՈՍԿՐԵ,из слоновой кости
ՓՂՈՍԿՐՅԱ,из слоновой кости
ՓՅՈՒՆԻԿ,фазан
ՓՅՈՒՆԻԿԱԿԱՆ,финикийский
ՓՅՈՒՆԻԿԵՐԵՆ,"финикийский язык;финикийский;по-финикийски, на финикийском языке"
ՓՅՈՒՆԻԿԵՑԻ,"финикиец, финикиянин"
ՓՅՈՒՆԻԿՅԱՆ,финиковая пальма
ՓՆԹԻ,"неряшливый, неопрятный, неаккуратный"
ՓՆԹԻԱՆԱԼ,"становиться, стать неряшливым, неопрятным, неаккуратным"
ՓՆԹԻԱՑՆԵԼ,"делать, сделать неряшливым, неопрятным, неаккуратным"
ՓՆԹԻՈՒԹՅՈՒՆ,"неряшливость, неряшество, неопрятность, неаккуратность"
ՓՆԹՓՆԹԱԼ,"ворчать, брюзжать"
ՓՆԹՓՆԹԱՆ,"ворчливый, брюзгливый;ворчун, брюзга"
ՓՆԹՓՆԹԱՆՈՒԹՅՈՒՆ,"ворчливость, брюзгливость"
ՓՆԹՓՆԹՈՑ,"ворчание, воркотня , брюзжание"
ՓՆՈՎԵԼ,"хаять;прост;охаивать, охаять"
ՓՆՉԱԼ,"фыркать, фырчать;прост;фыркнуть"
ՓՆՉԱՑՆԵԼ,"фыркать, фырчать;прост;фыркнуть"
ՓՆՉՈՑ,"фырканье, фырчанье"
ՓՆՉՓՆՉԱԼ,"пофыркивать, пофыркать"
ՓՆՉՓՆՉԱՑՆԵԼ,"пофыркивать, пофыркать"
ՓՆՋԱԶԱՐԴ,"с кистями, украшенный кистями"
ՓՆՋԱԶԱՐԴԵԼ,"украшать, украсить кистями"
ՓՆՋԱԾԱՅՐ,"с кисточкой, с кистями"
ՓՆՋԱՁԵՎ,кистевидный
ՓՆՋԱՅԻՆ,гнездовой;кустовой
ՓՆՋԱՎՈՐ,"с кистью, с кисточкой"
ՓՆՋԱՎՈՐՈՒՄ,кущение;кустование
ՓՆՋԵԼ,"собирать, собрать, соединить, объединить"
ՓՆՋԻԿ,букетик;кисточка;пучок
ՓՆՋՎԵԼ,"связываться в букет;собираться, собраться, соединяться, объединяться"
ՓՆՋՓՆՋՈՏԵԼ,куститься
ՓՆՏՐԱՆՔ,"поиск, искание, разыскивание"
ՓՆՏՐԵԼ,"искать, поискать"
ՓՆՏՐԵԼԻ,искомый
ՓՆՏՐՈՒՄ,"искание, разыскивание, поиск"
ՓՆՏՐՎԵԼ,искаться
ՓՆՏՐՏԵԼ,разыскивать
ՓՆՏՐՏԿԵԼ,разыскивать
ՓՆՏՐՏՈՒՔ,"поиск, разыскивание"
ՓՇԱԲԵՐ,тернистый
ՓՇԱԹՈՒՓ,"тёрн, терн;устар;терновник, тёрние"
ՓՇԱԼԱՐ,колючая проволока
ՓՇԱԼԱՐԵ,колючей проволоки
ՓՇԱԼԱՐՅԱ,колючей проволоки
ՓՇԱԼԻ,колючий;тернистый
ՓՇԱԼԻՑ,колючий;тернистый
ՓՇԱԾԱԾԿ,тернистый
ՓՇԱԿԱԼԵԼ,"зарастать, зарасти шипами, колючками"
ՓՇԱԿԱԼՎԵԼ,"зарастать, зарасти шипами, колючками"
